url,screenshot,palette,heatmap,color_1,prop_1,color_2,prop_2,color_3,prop_3,color_4,prop_4,color_5,prop_5
https://reading-writing-group.neocities.org,screenshots\reading-writing-group.neocities.org.png,palettes\reading-writing-group.neocities.org_palette.png,heatmaps\reading-writing-group.neocities.org_heatmap.png,#0000fe,"95,05",#0000b3,"1,36",#00006d,"0,16",#0000ea,"1,81",#0000d2,"1,61"
https://diccionarioargentino.neocities.org,screenshots\diccionarioargentino.neocities.org.png,palettes\diccionarioargentino.neocities.org_palette.png,heatmaps\diccionarioargentino.neocities.org_heatmap.png,#fefefe,"89,09",#aed8e6,"7,08",#8195a8,"0,43",#bbbcbc,"1,4",#e6ebed,"1,99"
https://privacidad.neocities.org,screenshots\privacidad.neocities.org.png,palettes\privacidad.neocities.org_palette.png,heatmaps\privacidad.neocities.org_heatmap.png,#fefefe,"97,79",#acacac,"0,35",#6b6b6b,"0,27",#e3e3e6,"0,84",#c6c6cd,"0,76"
https://medicina.neocities.org,screenshots\medicina.neocities.org.png,palettes\medicina.neocities.org_palette.png,heatmaps\medicina.neocities.org_heatmap.png,#161616,"41,52",#fefefe,"35,87",#b8b5b4,"3,03",#e9e9e8,"17,13",#585452,"2,44"
https://jasonhankins.neocities.org,screenshots\jasonhankins.neocities.org.png,palettes\jasonhankins.neocities.org_palette.png,heatmaps\jasonhankins.neocities.org_heatmap.png,#f6f6f7,"80,53",#2b3957,"3,3",#a9abb3,"4,52",#7781f2,"2,8",#000000,"8,86"
https://brianna.neocities.org,screenshots\brianna.neocities.org.png,palettes\brianna.neocities.org_palette.png,heatmaps\brianna.neocities.org_heatmap.png,#7f7f7f,"95,49",#5c5c5c,"1,4",#403f3f,"0,53",#6d6d6d,"2,45",#5f5f9f,"0,12"
https://jacobspanish.neocities.org,screenshots\jacobspanish.neocities.org.png,palettes\jacobspanish.neocities.org_palette.png,heatmaps\jacobspanish.neocities.org_heatmap.png,#dee0d2,"62,26",#586d80,"5,29",#fefefe,"22,03",#a4a7a1,"6,6",#1f2220,"3,82"
https://learnspanish.neocities.org,screenshots\learnspanish.neocities.org.png,palettes\learnspanish.neocities.org_palette.png,heatmaps\learnspanish.neocities.org_heatmap.png,#fdfdfd,"64,76",#5b5b5b,"6,55",#171717,"9,76",#a3a3a3,"7,99",#d2d2d2,"10,94"
https://junilab.neocities.org,screenshots\junilab.neocities.org.png,palettes\junilab.neocities.org_palette.png,heatmaps\junilab.neocities.org_heatmap.png,#d2d4d6,"12,56",#f6f0ed,"35,12",#969ec4,"12,77",#c0beed,"31,12",#6a69a7,"8,42"
https://rubenalessandro.neocities.org,screenshots\rubenalessandro.neocities.org.png,palettes\rubenalessandro.neocities.org_palette.png,heatmaps\rubenalessandro.neocities.org_heatmap.png,#0a2e5c,"96,39",#938c82,"0,24",#476182,"1,54",#000507,"1,28",#b1b4ba,"0,54"
https://profesor-viramontes.neocities.org,screenshots\profesor-viramontes.neocities.org.png,palettes\profesor-viramontes.neocities.org_palette.png,heatmaps\profesor-viramontes.neocities.org_heatmap.png,#fdfdfd,"53,25",#7b7163,"14,19",#089a1e,"9,72",#2c281c,"8,84",#a7b9b0,14
https://moretonesraros.neocities.org,screenshots\moretonesraros.neocities.org.png,palettes\moretonesraros.neocities.org_palette.png,heatmaps\moretonesraros.neocities.org_heatmap.png,#111111,"78,79",#745d4e,"2,88",#351155,"12,98",#be8752,"2,53",#45392f,"2,82"
https://cp-luis.neocities.org,screenshots\cp-luis.neocities.org.png,palettes\cp-luis.neocities.org_palette.png,heatmaps\cp-luis.neocities.org_heatmap.png,#54a7f9,"19,82",#23252b,"35,24",#abd3fa,"36,05",#947c55,"7,17",#ea0c05,"1,72"
https://kmlfspanish.neocities.org,screenshots\kmlfspanish.neocities.org.png,palettes\kmlfspanish.neocities.org_palette.png,heatmaps\kmlfspanish.neocities.org_heatmap.png,#fdfbfb,"44,27",#fceb9f,"19,44",#6c5751,"2,72",#f5c750,"25,35",#d3b6b3,"8,23"
https://buscador-inteligente.neocities.org,screenshots\buscador-inteligente.neocities.org.png,palettes\buscador-inteligente.neocities.org_palette.png,heatmaps\buscador-inteligente.neocities.org_heatmap.png,#fefefe,"95,73",#6f747d,"0,73",#b3b5b8,"0,85",#cfcfe5,"2,11",#303745,"0,58"
